Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime,Time_sec,location_short,time,SEL_dB,tags,type,operator
Mon 12:57:33 PM,52.1234,7.0804,↖ 325°,456.0,525.0,"27,900",-550,FlightAware ADS-B (BRE / EDDW),Arrivals,DLH998,2025-03-24 18:38:40,46653,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 12:57:36 PM,42.9504,11.8854,↑ 352°,449.0,517.0,"28,750","1,325",FlightAware ADS-B (LIAT),Arrivals,KLM1606,2025-03-24 19:57:51,46656,Da,2025-03-24 11:26:29,78.3267559870196,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Mon 12:57:40 PM,51.7457,5.1582,↓ 163°,405.0,466.0,"23,100","1,900",FlightAware ADS-B (ENS / EHTW),Departures,KLM1937,2025-03-24 18:18:57,46660,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:57:45 PM,51.9169,4.6154,↓ 198°,412.0,474.0,"18,800","2,184",FlightAware ADS-B (RTM / EHRD),Departures,TRA6145,2025-03-24 18:18:57,46665,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 12:57:47 AM,35.9649,142.4081,↗ 46°,504.0,580.0,"24,575",800,FlightAware ADS-B (IBR / RJAH),Arrivals,KLM862,2025-03-24 19:18:23,3467,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 12:57:51 PM,48.9829,14.9632,← 310°,456.0,525.0,"32,150","1,525",FlightAware ADS-B (OSR / LKMT),Arrivals,KLM1906,2025-03-24 19:37:57,46671,Da,2025-03-24 13:27:39,78.855953140375,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Mon 12:57:55 PM,46.8289,6.1624,↑ 347°,347.0,399.0,"23,100","1,059",FlightAware ADS-B (EAP / LFSB),Arrivals,KLM1936,2025-03-24 19:18:23,46675,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:57:58 AM,25.0293,-76.0434,↗ 40°,544.0,626.0,"39,000",-25,FlightAware ADS-B (MHH / MYAM),Arrivals,KLM760,2025-03-24 13:51:30,3478,Co,2025-03-24 12:35:12,82.57059967900375,Zwanenburgbaan36C_L,Boeing 787-9,KLM
Mon 12:58:01 PM,48.3616,11.7489,← 265°,181.0,208.0,"2,875","1,688",FlightAware ADS-B (MUC / EDDM),Arrivals,KLM1856,2025-03-24 19:18:23,46681,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 12:58:02 PM,61.7989,9.0429,↙ 201°,462.0,532.0,"32,375",900,FlightAware ADS-B (OSL / ENGM),Arrivals,KLM1154,2025-03-24 19:37:57,46682,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 12:58:06 PM,43.0124,11.8735,↑ 352°,454.0,522.0,"29,425","1,325",FlightAware ADS-B (LIAT),Arrivals,KLM1606,2025-03-24 19:57:51,46686,Da,2025-03-24 11:26:29,78.3267559870196,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Mon 12:58:08 PM,59.3359,17.3273,↙ 222°,352.0,405.0,"17,900","1,600",FlightAware ADS-B (ESVA),Arrivals,KLM1224,2025-03-24 19:37:57,46688,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:58:10 PM,51.6912,5.1851,↓ 163°,408.0,470.0,"24,100","2,000",FlightAware ADS-B (EHDL),Departures,KLM1937,2025-03-24 18:18:57,46690,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:58:12 PM,46.8548,6.158,↑ 0°,341.0,392.0,"23,400","1,063",FlightAware ADS-B,Arrivals,KLM1936,2025-03-24 19:18:23,46692,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:58:15 PM,51.8608,4.5854,↓ 198°,423.0,487.0,"19,875","2,158",FlightAware ADS-B (AMS / EHAM),Departures,TRA6145,2025-03-24 18:18:57,46695,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 12:58:17 AM,36.0128,142.4681,↗ 46°,511.0,588.0,"24,875",725,FlightAware ADS-B (IBR / RJAH),Arrivals,KLM862,2025-03-24 19:18:23,3497,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 12:58:19 PM,52.198,6.9919,↖ 320°,415.0,478.0,"27,200",-900,FlightAware ADS-B (EHDB),Arrivals,DLH998,2025-03-24 18:38:40,46699,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 12:58:21 PM,49.0201,14.8957,← 311°,451.0,519.0,"33,000","1,950",FlightAware ADS-B (LOXN),Arrivals,KLM1906,2025-03-24 19:37:57,46701,Da,2025-03-24 13:27:39,78.855953140375,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Mon 12:58:26 PM,42.4134,1.5097,↑ 4°,430.0,495.0,"34,025","1,109",FlightAware ADS-B (LEU / LESU),Arrivals,KLM1518,2025-03-24 19:57:51,46706,Co,2025-03-24 12:26:18,82.0407472681304,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:58:32 PM,61.7401,8.9957,↙ 201°,464.0,534.0,"32,775","1,075",FlightAware ADS-B (RYG / ENRY),Arrivals,KLM1154,2025-03-24 19:37:57,46712,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 12:58:33 PM,48.3585,11.7017,← 264°,220.0,253.0,"4,300","3,375",FlightAware ADS-B (MUC / EDDM),Arrivals,KLM1856,2025-03-24 19:18:23,46713,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 12:58:36 PM,43.074,11.8615,↑ 352°,459.0,528.0,"30,075","1,300",FlightAware ADS-B (FLR / LIRQ),Arrivals,KLM1606,2025-03-24 19:57:51,46716,Da,2025-03-24 11:26:29,78.3267559870196,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Mon 12:58:38 PM,52.2233,6.954,← 315°,402.0,463.0,"26,900","-1,000",FlightAware ADS-B (GRQ / EHGG),Arrivals,DLH998,2025-03-24 18:38:40,46718,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 12:58:40 PM,51.6359,5.2123,↓ 163°,410.0,472.0,"25,100","1,925",FlightAware ADS-B (EHHO),Departures,KLM1937,2025-03-24 18:18:57,46720,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:58:42 PM,51.8128,4.5598,↓ 198°,428.0,493.0,"20,850","2,182",FlightAware ADS-B (GRQ / EHGG),Departures,TRA6145,2025-03-24 18:18:57,46722,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 12:58:43 PM,53.2729,6.0604,↗ 48°,419.0,482.0,"29,525","1,800",FlightAware ADS-B (ETND),Departures,KLM1225,2025-03-24 18:18:57,46723,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:58:47 AM,36.0647,142.5332,↗ 46°,516.0,594.0,"25,300",900,FlightAware ADS-B (HND / RJTT),Arrivals,KLM862,2025-03-24 19:18:23,3527,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 12:58:49 PM,48.3615,11.6786,← 291°,227.0,261.0,"5,175","3,227",FlightAware ADS-B (IGS / ETSI),Arrivals,KLM1856,2025-03-24 19:18:23,46729,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 12:58:51 PM,49.0619,14.8199,← 310°,444.0,511.0,"34,100","1,789",FlightAware ADS-B (LKTC),Arrivals,KLM1906,2025-03-24 19:37:57,46731,Da,2025-03-24 13:27:39,78.855953140375,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Mon 12:58:55 PM,52.2436,6.9172,← 307°,394.0,453.0,"26,600","-1,029",FlightAware ADS-B (EBCV),Arrivals,DLH998,2025-03-24 18:38:40,46735,Co,2025-03-24 17:21:27,65.24489170601552,Aalsmeerbaan36R_L,Airbus A320 214,Delta Air Lines
Mon 12:58:59 PM,51.778,4.5413,↓ 198°,433.0,498.0,"21,475","1,947",FlightAware ADS-B (ENS / EHTW),Departures,TRA6145,2025-03-24 18:18:57,46739,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 12:59:00 AM,25.1472,-75.9359,↗ 40°,544.0,626.0,"39,000",19,FlightAware ADS-B (KBCT),Arrivals,KLM760,2025-03-24 13:51:30,3540,Co,2025-03-24 12:35:12,82.57059967900375,Zwanenburgbaan36C_L,Boeing 787-9,KLM
Mon 12:59:02 PM,61.6798,8.9477,↙ 201°,457.0,526.0,"33,450","1,150",FlightAware ADS-B (ENEG),Arrivals,KLM1154,2025-03-24 19:37:57,46742,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 12:59:04 PM,46.9376,6.157,↑ 0°,350.0,403.0,"24,625","2,232",FlightAware ADS-B,Arrivals,KLM1936,2025-03-24 19:18:23,46744,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:59:06 PM,48.374,11.6576,↖ 324°,239.0,275.0,"6,075","3,191",FlightAware ADS-B (MUC / EDDM),Arrivals,KLM1856,2025-03-24 19:18:23,46746,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 12:59:08 PM,59.2597,17.1945,↙ 222°,379.0,436.0,"20,125","2,250",FlightAware ADS-B (ESHR),Arrivals,KLM1224,2025-03-24 19:37:57,46748,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:59:13 PM,53.3113,6.1315,↗ 48°,415.0,478.0,"30,450","1,816",FlightAware ADS-B (GLZ / EHGR),Departures,KLM1225,2025-03-24 18:18:57,46753,Co,2025-03-24 20:57:38,80.72031320050314,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:59:17 AM,36.1147,142.5962,↗ 46°,521.0,600.0,"25,775",885,FlightAware ADS-B (IBR / RJAH),Arrivals,KLM862,2025-03-24 19:18:23,3557,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 12:59:18 PM,49.0956,14.7595,← 312°,445.0,512.0,"34,700","1,142",FlightAware ADS-B (VIE / LOWW),Arrivals,KLM1906,2025-03-24 19:37:57,46758,Da,2025-03-24 13:27:39,78.855953140375,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Mon 12:59:24 PM,46.9717,6.1566,↑ 360°,347.0,399.0,"25,475","3,329",FlightAware ADS-B,Arrivals,KLM1936,2025-03-24 19:18:23,46764,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:59:25 PM,47.8369,0.9329,↗ 30°,405.0,466.0,"38,000",-25,FlightAware ADS-B (LIG / LFBL),Arrivals,KLM1454,2025-03-24 19:18:23,46765,Da,2025-03-24 13:17:02,75.91350479131631,Aalsmeerbaan36R_L,Embraer ERJ 170-200 STD,KLM
Mon 12:59:29 PM,51.7193,4.5101,↓ 198°,443.0,510.0,"22,375","1,875",FlightAware ADS-B (RCS / EGTO),Departures,TRA6145,2025-03-24 18:18:57,46769,Co,2025-03-24 14:32:41,80.80796506619579,Zwanenburgbaan36C_L,Boeing 737-800,Transavia
Mon 12:59:30 PM,42.5433,1.4952,↑ 353°,446.0,513.0,"34,750",803,FlightAware ADS-B (LFCL),Arrivals,KLM1518,2025-03-24 19:57:51,46770,Co,2025-03-24 12:26:18,82.0407472681304,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:59:32 PM,61.6215,8.9015,↙ 201°,455.0,524.0,"33,925","1,075",FlightAware ADS-B (SCR / ESKS),Arrivals,KLM1154,2025-03-24 19:37:57,46772,Co,2025-03-24 18:26:11,78.70960615852167,Zwanenburgbaan36C_L,Embraer ERJ 190-100 STD,KLM
Mon 12:59:36 PM,48.4095,11.6439,↑ 351°,263.0,303.0,"7,675","3,500",FlightAware ADS-B (IGS / ETSI),Arrivals,KLM1856,2025-03-24 19:18:23,46776,Da,2025-03-24 10:30:35,75.06570672205123,Aalsmeerbaan36R_L,Embraer ERJ190-100STD,KLM
Mon 12:59:40 PM,51.5266,5.2659,↓ 163°,420.0,483.0,"26,725","1,425",FlightAware ADS-B (EBUS),Departures,KLM1937,2025-03-24 18:18:57,46780,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:59:45 PM,47.0043,6.1564,↑ 0°,330.0,380.0,"26,900","3,365",FlightAware ADS-B (EAP / LFSB),Arrivals,KLM1936,2025-03-24 19:18:23,46785,Co,2025-03-24 09:39:53,80.09091481043761,Zwanenburgbaan36C_L,Boeing 737-800,KLM
Mon 12:59:48 AM,36.1671,142.6623,↗ 46°,525.0,604.0,"26,200",861,FlightAware ADS-B (IBR / RJAH),Arrivals,KLM862,2025-03-24 19:18:23,3588,Co,2025-03-24 18:05:45,80.88888789846152,Zwanenburgbaan36C_L,Boeing 777-200,KLM
Mon 12:59:58 PM,49.1489,14.6643,← 310°,451.0,519.0,"35,375","1,007",FlightAware ADS-B (LKPL),Arrivals,KLM1906,2025-03-24 19:37:57,46798,Da,2025-03-24 13:27:39,78.855953140375,Aalsmeerbaan36R_L,Boeing 737-800,KLM
Sun 09:10:10 PM,-2.1916,-79.9026,↙ 207°,179.0,206.0,"1,600","1,388",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76210,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:10:30 PM,-2.2066,-79.9101,↙ 207°,188.0,216.0,"1,975","1,208",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76230,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:10:46 PM,-2.2189,-79.9171,↙ 211°,195.0,224.0,"2,325","1,045",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76246,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:11:03 PM,-2.2309,-79.9279,↙ 238°,210.0,242.0,"2,550",686,FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76263,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:11:21 PM,-2.2335,-79.9455,← 281°,231.0,266.0,"2,725",711,FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76281,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:11:41 PM,-2.2203,-79.9633,↖ 328°,255.0,293.0,"3,000","1,026",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76301,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:11:59 PM,-2.1983,-79.9681,↑ 359°,272.0,313.0,"3,375","1,814",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76319,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:12:24 PM,-2.1665,-79.9666,↑ 3°,275.0,316.0,"4,300","2,318",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76344,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:12:54 PM,-2.1276,-79.9654,↑ 1°,278.0,320.0,"5,500","2,318",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76374,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:13:19 PM,-2.0956,-79.9657,↑ 359°,281.0,323.0,"6,425","2,264",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76399,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:13:49 PM,-2.0558,-79.9671,↑ 358°,285.0,328.0,"7,575","2,225",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76429,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:14:19 PM,-2.0159,-79.9687,↑ 358°,287.0,330.0,"8,650","1,950",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76459,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:14:49 PM,-1.9749,-79.9703,↑ 358°,296.0,341.0,"9,525","1,480",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76489,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:15:34 PM,-1.9118,-79.9723,↑ 359°,318.0,366.0,"10,500","1,105",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76534,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:16:05 PM,-1.8649,-79.9736,↑ 358°,338.0,389.0,"10,925",870,FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76565,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:16:43 PM,-1.8014,-79.9754,↑ 359°,362.0,417.0,"11,500",891,FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,76603,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:17:14 PM,-1.7501,-79.9768,↑ 358°,379.0,436.0,"11,950",959,FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,76634,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:17:44 PM,-1.6959,-79.9784,↑ 358°,391.0,450.0,"12,475","1,275",FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,76664,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:18:14 PM,-1.6413,-79.98,↑ 358°,396.0,456.0,"13,225","1,475",FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,76694,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:18:44 PM,-1.5855,-79.9816,↑ 358°,401.0,461.0,"13,950","1,550",FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,76724,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:19:14 PM,-1.5286,-79.9833,↑ 358°,402.0,463.0,"14,775","1,500",FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,76754,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:19:44 PM,-1.4725,-79.9848,↑ 358°,406.0,467.0,"15,450","1,350",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76784,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:20:14 PM,-1.4156,-79.9861,↑ 359°,409.0,471.0,"16,125","1,325",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76814,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:20:44 PM,-1.3587,-79.9872,↑ 359°,412.0,474.0,"16,775","1,700",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76844,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:21:14 PM,-1.3006,-79.9884,↑ 359°,402.0,463.0,"17,825","1,850",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76874,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:21:44 PM,-1.2447,-79.9896,↑ 359°,401.0,461.0,"18,625","1,350",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76904,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:22:14 PM,-1.1879,-79.9908,↑ 359°,406.0,467.0,"19,175","1,156",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,76934,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:22:45 PM,-1.1304,-79.9921,↑ 359°,409.0,471.0,"19,800","1,180",FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,76965,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:23:15 PM,-1.0727,-79.9933,↑ 359°,412.0,474.0,"20,375","1,125",FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,76995,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:23:45 PM,-1.0148,-79.9945,↑ 359°,415.0,478.0,"20,925","1,100",FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,77025,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:24:15 PM,-0.9564,-79.9957,↑ 359°,419.0,482.0,"21,475",950,FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,77055,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:24:45 PM,-0.8978,-79.9969,↑ 359°,426.0,490.0,"21,875",825,FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,77085,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:25:15 PM,-0.8384,-79.9982,↑ 359°,431.0,496.0,"22,300",775,FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,77115,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:25:45 PM,-0.7782,-79.9995,↑ 359°,439.0,505.0,"22,650",850,FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,77145,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:26:15 PM,-0.7175,-80.0008,↑ 359°,441.0,507.0,"23,150",875,FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,77175,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:26:45 PM,-0.6558,-80.0021,↑ 359°,446.0,513.0,"23,525",800,FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,77205,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:27:15 PM,-0.5926,-80.0034,↑ 359°,450.0,518.0,"23,950","1,050",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,77235,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:27:45 PM,-0.5293,-80.0048,↑ 359°,448.0,516.0,"24,575","1,075",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,77265,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:28:15 PM,-0.4664,-80.0061,↑ 359°,451.0,519.0,"25,025",625,FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,77295,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:28:45 PM,-0.4029,-80.0075,↑ 359°,461.0,531.0,"25,200",675,FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,77325,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:29:15 PM,-0.3385,-80.0088,↑ 359°,462.0,532.0,"25,700","1,071",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,77355,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:29:48 PM,-0.2683,-80.0122,↑ 351°,459.0,528.0,"26,325","1,167",FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,77388,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:30:09 PM,-0.2258,-80.0233,↑ 341°,459.0,528.0,"26,750","1,083",FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,77409,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:30:42 PM,-0.1587,-80.0486,↑ 339°,458.0,527.0,"27,300","1,169",FlightAware ADS-B (BHA / SESV),Arrivals,KLM755,2025-03-24 13:12:09,77442,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
Sun 09:31:17 PM,-0.0903,-80.0725,↑ 345°,451.0,519.0,"28,075","1,023",FlightAware ADS-B (GYE / SEGU),Arrivals,KLM755,2025-03-24 13:12:09,77477,Ku,2025-03-24 11:57:41,74.21846866411593,Aalsmeerbaan36R_L,Boeing 777-200,KLM
